lamp_type,model,brand,shape_size_base,dimensions,wattage_w,lumens_lm,cct_k,life_hours,operating_v,mandatory,local
LED Street Light,Xceed BRP381  3000K 102W 120-277V,Philips,-,-,102,15000,3000,100000,100-277,Yes,No
LED Street Light,Xceed BRP381  4000K 102W 120-277V,Philips,-,-,102,15000,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP381  6500K 102W 120-277V,Philips,-,-,102,15000,6500,100000,100-277,Yes,No
LED Street Light,RND-ST660 30W 840,Rand Tech,-,-,30,4200,4000,100000,100-277,Yes,No
LED Street Light,RND-ST660 45W 840 ,Rand Tech,-,-,45,6300,4000,100000,100-277,Yes,No
LED Street Light,RND-ST660 56W 840 ,Rand Tech,-,-,56,7840,4000,100000,100-277,Yes,No
LED Street Light,RND-ST660 70W 840 ,Rand Tech,-,-,70,9800,4000,100000,100-277,Yes,No
LED Street Light,RND-ST660 100W 840 ,Rand Tech,-,-,100,14000,4000,100000,100-277,Yes,No
LED Street Light,RND-ST660 130W 840 ,Rand Tech,-,-,130,18200,4000,100000,100-277,Yes,No
LED Street Light, Xceed BRP381  4000K 73W 100-277V,Philips,-,-,73,11400,4000,100000,120-277,Yes,No
LED Street Light,Xceed BRP382 4000K 150W  100-277V,Philips,-,-,150,21900,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP381 4000K 78W 100-277V,Philips,-,-,78,12000,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP381 4000K 110W  100-277V,Philips,-,-,110,16000,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP382L  4000K 167W 120-277V,Philips,-,-,167,24883,4000,100000,120-277,Yes,No
LED Street Light,Xceed BRP 381 56W 4000K 100-277V ,Philips,-,-,56,8500,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP 381 78W 4000K 100-277V ,Philips,-,-,78,12000,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP 381 86W 4000K 100-277V ,Philips,-,-,86,13100,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP384  316W  6500K 100‐277V ,Philips,-,-,316,47000,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP382L  172W 4000K  120-277V,Philips,-,-,172,26200,4000,100000,100-277,Yes,No
LED Street Light,VEGA0 4.525 27W ,VEGA,-,-,27,4604,4000,100000,100-277,Yes,No
LED Street Light,VEGA 2M 4.525 52W,VEGA,-,-,52,8866,4000,100000,100-277,Yes,No
LED Street Light,VEGA 3M 4.525 78W,VEGA,-,-,78,13299,4000,100000,100-277,Yes,No
LED Street Light,VEGA 3M 4.7 102W,VEGA,-,-,102,17391,4000,100000,100-277,Yes,No
LED Street Light,VEGA 5M 4.525 127W,VEGA,-,-,127,21654,4000,100000,100-277,Yes,No
LED Street Light,VEGA 4M 4.7 136W,VEGA,-,-,136,22168,4000,100000,100-277,Yes,No
LED Street Light,VEGA 5M 4.7 171W,VEGA,-,-,171,27873,4000,100000,100-277,Yes,No
LED Street Light,VEGA 6M 4.7 208W,VEGA,-,-,208,33904,4000,100000,100-277,Yes,No
LED Street Light,VEGA 7M 4.7 240W,VEGA,-,-,240,39120,4000,100000,100-277,Yes,No
LED Street Light,VEGA 8M 4.7 273W,VEGA,-,-,273,44499,4000,100000,100-277,Yes,No
LED Street Light,VEGA 9M 4.7 307W,VEGA,-,-,307,50041,4000,100000,100-277,Yes,No
LED Street Light,VEGA 1M 4.35 18W,VEGA,-,-,18,3251,4000,100000,100-277,Yes,No
LED Street Light,Xceed BRP382L 4000K 138W  120-277V,Philips,-,-,138,20680,4000,100000,120-277,Yes,No
LED Street Light,Xceed BRP381  4000K 103W  100-277V,Philips,-,-,103,16000,4000,100000,120-277,Yes,No
LED Street Light,RNDST660NW080,Rand Tech,-,-,80,11200,4000,100000,100-277,Yes,No
LED Street Light,RNDST660NW090,Rand Tech,-,-,90,12600,4000,100000,100-277,Yes,No
LED Street Light,RNDST660NW100,Rand Tech,-,-,100,14000,4000,100000,100-277,Yes,No
LED Street Light,RNDST660NW105,Rand Tech,-,-,105,14700,4000,100000,100-277,Yes,No
LED Street Light,RNDST660NW110,Rand Tech,-,-,110,15400,4000,100000,100-277,Yes,No
LED Street Light,RNDST660NW120,Rand Tech,-,-,120,16800,4000,100000,100-277,Yes,No
LED Street Light,RNDST660NW130,Rand Tech,-,-,130,18200,4000,100000,100-277,Yes,No
LED Street Light,RNDST660WW153,Rand Tech,-,-,153,21420,3000,100000,100-277,Yes,No
LED Street Light,RNDST660NW165,Rand Tech,-,-,165,23100,4000,100000,100-277,Yes,No
LED Street Light,VEGA 10M 4.475 472W,VEGA,-,-,472,60229,4000,100000,100-277,Yes,No
LED Street Light,VEGA 10M 4.540  536W,VEGA,-,-,536,68394,4000,100000,100-277,Yes,No
LED Street Light,VEGA 1m .35 18.9 W ,VEGA,-,-,18.9,2471,2700,100000,100-277,Yes,No
LED Street Light,VEGA 1M .500 49.5W ,VEGA,-,-,49.5,6930,2700,100000,100-277,Yes,No
LED Street Light,VEGA 2M .610 60.5W ,VEGA,-,-,60.5,8002,2700,100000,100-277,Yes,No
LED Street Light,VEGA 3M .630 92W ,VEGA,-,-,92,12169,2700,100000,100-277,Yes,No
